gene_bare	gene_name	overlap_category	coding_partners	n_cores	max_species_accepted	mean_species_per_core	best_mean_dist	best_median_dist	max_reference_core_length	max_species_d_le_0_05	max_species_d_le_0_04	max_species_d_le_0_03	max_species_d_le_0_02	max_species_d_le_0_01
ENSG00000306878		near_coding_5kb	.	1	17	17.0	0.0435	0.0388	248	10	9	5	2	0
ENSG00000306027		near_coding_5kb	.	1	19	19.0	0.0437	0.0455	288	11	8	7	4	0
ENSG00000301230		near_coding_5kb	.	1	17	17.0	0.0437	0.0392	176	13	10	4	1	0
ENSG00000293423	ABCA17P	near_coding_5kb	.	1	17	17.0	0.0443	0.0404	147	12	8	5	0	0
ENSG00000303476		near_coding_5kb	.	1	17	17.0	0.0451	0.0255	164	11	10	9	0	0
ENSG00000214293	APTR	near_coding_5kb	.	1	18	18.0	0.0452	0.037	149	14	10	5	1	0
ENSG00000261018		near_coding_5kb	.	1	18	18.0	0.0454	0.038	528	11	10	7	7	3
ENSG00000294333		near_coding_5kb	.	1	17	17.0	0.0455	0.049	368	10	5	3	1	0
ENSG00000289173		near_coding_5kb	.	1	18	18.0	0.0459	0.0433	288	11	9	7	2	0
ENSG00000255355	PATL1-DT	near_coding_5kb	.	1	17	17.0	0.0459	0.025	224	9	9	9	4	0
ENSG00000251396		near_coding_5kb	.	1	17	17.0	0.0469	0.0389	132	12	10	1	0	0
ENSG00000272686	WASL-DT	near_coding_5kb	.	1	18	18.0	0.0475	0.0421	208	10	9	5	1	0
ENSG00000231249	ITPR1-DT	near_coding_5kb	.	1	19	19.0	0.0478	0.0529	273	9	9	6	2	0
ENSG00000299466		near_coding_5kb	.	1	18	18.0	0.0484	0.0432	208	10	9	4	1	0
ENSG00000227252	COPS8-DT	near_coding_5kb	.	1	18	18.0	0.0487	0.0508	426	9	4	3	1	1
ENSG00000259705		near_coding_5kb	.	1	17	17.0	0.0489	0.0484	288	10	4	3	1	0
ENSG00000286427		near_coding_5kb	.	1	18	18.0	0.049	0.0494	168	9	5	1	0	0
ENSG00000293922		near_coding_5kb	.	1	17	17.0	0.0491	0.0345	141	10	10	4	0	0
ENSG00000259663	ISL1-DT	near_coding_5kb	.	1	19	19.0	0.0492	0.0466	135	10	7	7	3	0
ENSG00000303254		near_coding_5kb	.	1	18	18.0	0.0494	0.0461	294	11	7	6	1	0
ENSG00000295191		near_coding_5kb	.	1	18	18.0	0.0496	0.0435	328	10	7	4	3	1
ENSG00000308635		near_coding_5kb	.	1	18	18.0	0.0503	0.0591	254	8	8	8	4	0
ENSG00000303205		near_coding_5kb	.	1	18	18.0	0.0505	0.0464	276	10	7	3	1	1
ENSG00000294552		near_coding_5kb	.	1	18	18.0	0.0531	0.0463	288	9	8	7	3	0
ENSG00000253513	SQLE-DT	near_coding_5kb	.	1	17	17.0	0.0532	0.0525	168	7	2	0	0	0
ENSG00000299722		near_coding_5kb	.	1	19	19.0	0.054	0.0568	189	7	5	3	1	0
ENSG00000291077		near_coding_5kb	.	1	17	17.0	0.0543	0.0551	208	6	4	1	1	0
ENSG00000183242	WT1-AS	near_coding_5kb	.	1	19	19.0	0.0545	0.0534	175	9	6	6	1	0
ENSG00000305441		near_coding_5kb	.	1	18	18.0	0.0546	0.0577	283	6	2	1	1	1
ENSG00000305681		near_coding_5kb	.	1	17	17.0	0.0554	0.0487	128	9	7	1	0	0
ENSG00000257135	ODC1-DT	near_coding_5kb	.	1	18	18.0	0.0556	0.0572	128	7	3	1	0	0
ENSG00000287850		near_coding_5kb	.	1	18	18.0	0.0557	0.0567	174	8	4	1	1	0
ENSG00000307831		near_coding_5kb	.	1	17	17.0	0.0561	0.0623	454	7	6	5	1	0
ENSG00000272205	POU2F1-DT	near_coding_5kb	.	1	17	17.0	0.0605	0.0616	123	5	2	1	0	0
ENSG00000304611		near_coding_5kb	.	1	17	17.0	0.0625	0.0591	160	3	1	1	1	0
ENSG00000298719		near_coding_5kb	.	1	17	17.0	0.0717	0.0749	233	1	1	1	1	0
ENSG00000305433		near_coding_5kb	.	1	18	18.0	0.0733	0.0704	128	0	0	0	0	0
ENSG00000282977	PCBP2-OT1	sense_overlapping	ENSG00000197111	1	19	19.0	0.0058	0.0058	368	19	19	19	19	19
ENSG00000302574		sense_overlapping	ENSG00000005483	2	19	18.0	0.0101	0.0082	408	19	18	18	18	18
ENSG00000256654		sense_overlapping	ENSG00000111262	1	19	19.0	0.0101	0.0061	526	19	19	18	15	14
ENSG00000285410	GABPB1-IT1	sense_overlapping	ENSG00000104064	1	19	19.0	0.0104	0.0066	608	19	19	18	18	12
ENSG00000295444		sense_overlapping	ENSG00000285827	1	19	19.0	0.0109	0.0069	448	19	19	17	17	14
ENSG00000212694	LINC01089	sense_overlapping	ENSG00000139725	1	18	18.0	0.0111	0.0064	408	17	17	17	17	14
ENSG00000257622		sense_overlapping	ENSG00000183828,ENSG00000184916	1	19	19.0	0.0114	0.0099	252	19	19	19	19	10
ENSG00000272884		sense_overlapping	ENSG00000161958,ENSG00000170175	3	18	18.0	0.0114	0.0048	728	18	18	18	17	15
ENSG00000296510		sense_overlapping	ENSG00000136935	1	17	17.0	0.0132	0.0113	368	17	17	17	15	5
ENSG00000307633		sense_overlapping	ENSG00000197077	1	18	18.0	0.0134	0.0088	448	17	17	16	15	12
ENSG00000273333		sense_overlapping	ENSG00000204304	1	18	18.0	0.0135	0.0118	265	18	18	17	17	2
ENSG00000272801		sense_overlapping	ENSG00000105997,ENSG00000106006	1	19	19.0	0.0137	0.0113	231	19	19	19	15	1
ENSG00000285846		sense_overlapping	ENSG00000095596,ENSG00000187553	1	19	19.0	0.0137	0.0111	269	19	19	18	17	9
ENSG00000260417		sense_overlapping	ENSG00000131149	1	18	18.0	0.0141	0.0111	448	18	17	16	14	6
ENSG00000288748		sense_overlapping	ENSG00000132510	1	18	18.0	0.0142	0.0101	328	18	18	15	15	9
ENSG00000251621		sense_overlapping	ENSG00000136535,ENSG00000144290	1	19	19.0	0.0143	0.0131	186	19	19	19	18	0
ENSG00000229368		sense_overlapping	ENSG00000167323	1	17	17.0	0.0144	0.012	328	17	17	16	15	1
ENSG00000257178		sense_overlapping	ENSG00000120093	2	19	18.5	0.0148	0.0076	608	17	17	16	16	13
ENSG00000264772		sense_overlapping	ENSG00000129226,ENSG00000161960,ENSG00000277957	3	19	18.33	0.0149	0.0122	328	19	19	19	19	1
ENSG00000263126		sense_overlapping	ENSG00000038358,ENSG00000188038	4	19	18.5	0.0151	0.008	408	19	18	18	16	13
ENSG00000291088	NPEPPSP1	sense_overlapping	ENSG00000274611	1	19	19.0	0.0154	0.0111	248	19	19	18	13	8
ENSG00000250135		sense_overlapping	ENSG00000025800	1	17	17.0	0.0154	0.0093	328	16	16	16	14	10
ENSG00000257298		sense_overlapping	ENSG00000050405	1	17	17.0	0.0165	0.0104	848	16	16	16	14	7
ENSG00000289394		sense_overlapping	ENSG00000198160	1	17	17.0	0.0165	0.0142	488	16	16	15	14	5
ENSG00000270059		sense_overlapping	ENSG00000151276	1	19	19.0	0.0166	0.0118	248	18	17	16	16	2
ENSG00000285314		sense_overlapping	ENSG00000099949,ENSG00000183773	3	19	18.67	0.0167	0.0124	202	19	19	19	18	0
ENSG00000286635		sense_overlapping	ENSG00000078328	1	19	19.0	0.0168	0.0117	328	18	18	18	17	3
ENSG00000260899		sense_overlapping	ENSG00000080603,ENSG00000156873,ENSG00000281991,ENSG00000282034	3	19	18.0	0.0168	0.0158	285	19	19	19	16	1
ENSG00000273637		sense_overlapping	ENSG00000116954,ENSG00000131233,ENSG00000214114	2	18	17.5	0.0169	0.0168	292	18	18	17	14	2
ENSG00000273433		sense_overlapping	ENSG00000105997,ENSG00000106004,ENSG00000106006,ENSG00000197576	1	19	19.0	0.017	0.0134	203	19	19	17	15	0
ENSG00000293382	GPR199P	sense_overlapping	ENSG00000284773	1	17	17.0	0.0173	0.0131	728	16	16	16	13	6
ENSG00000295464		sense_overlapping	ENSG00000285827	1	19	19.0	0.0178	0.0109	269	18	18	17	15	2
ENSG00000272084		sense_overlapping	ENSG00000127481	2	19	18.5	0.0179	0.0134	928	19	16	15	12	7
ENSG00000270012		sense_overlapping	ENSG00000049769	1	18	18.0	0.0182	0.0107	288	16	16	15	14	6
ENSG00000262880		sense_overlapping	ENSG00000161958,ENSG00000181284,ENSG00000181323,ENSG00000184560,ENSG00000283439	1	18	18.0	0.0185	0.0156	161	18	18	17	13	0
ENSG00000258583		sense_overlapping	ENSG00000165617	1	18	18.0	0.0192	0.0173	168	18	17	17	14	0
ENSG00000290439	HSD17B7P2	sense_overlapping	ENSG00000283930	1	18	18.0	0.0192	0.0161	201	17	17	17	13	0
ENSG00000290894	PCDHB18P	sense_overlapping	ENSG00000279983	1	18	18.0	0.0194	0.0135	768	17	16	16	11	2
ENSG00000294253		sense_overlapping	ENSG00000102935	1	19	19.0	0.0197	0.0088	349	16	16	15	15	12
ENSG00000279738		sense_overlapping	ENSG00000100129	3	18	17.33	0.02	0.0121	648	16	15	15	15	5
ENSG00000291193		sense_overlapping	ENSG00000290217	1	18	18.0	0.0201	0.0164	288	17	17	17	12	0
ENSG00000289612		sense_overlapping	ENSG00000162631	1	18	18.0	0.0201	0.0156	208	17	17	15	13	0
ENSG00000179066		sense_overlapping	ENSG00000285526	1	17	17.0	0.0203	0.0137	312	16	15	15	14	3
ENSG00000232638		sense_overlapping	ENSG00000107485	1	17	17.0	0.0205	0.0123	346	16	15	14	11	5
ENSG00000257242	LINC01619	sense_overlapping	ENSG00000133639	1	18	18.0	0.0207	0.0143	208	17	16	15	14	0
ENSG00000276744		sense_overlapping	ENSG00000169375	1	19	19.0	0.0209	0.0144	848	17	17	17	13	5
ENSG00000271894		sense_overlapping	ENSG00000055813	2	17	17.0	0.0213	0.0212	135	17	17	17	3	0
ENSG00000283662		sense_overlapping	ENSG00000188322	1	18	18.0	0.0215	0.0135	257	17	14	14	12	1
ENSG00000273046		sense_overlapping	ENSG00000172789,ENSG00000197757,ENSG00000198353,ENSG00000273049	1	18	18.0	0.0216	0.0149	608	16	15	15	11	5
ENSG00000288744		sense_overlapping	ENSG00000139372	1	19	19.0	0.0218	0.0157	448	18	17	16	13	1
ENSG00000275484		sense_overlapping	ENSG00000172613	1	18	18.0	0.0219	0.0138	408	15	15	14	12	2
ENSG00000300378		sense_overlapping	ENSG00000142856	1	19	19.0	0.0227	0.0162	228	18	17	15	13	1
ENSG00000277581		sense_overlapping	ENSG00000101452	1	18	18.0	0.0229	0.0152	288	16	16	16	13	1
ENSG00000275850		sense_overlapping	ENSG00000011105	1	17	17.0	0.0229	0.0182	808	15	15	14	10	5
ENSG00000289014		sense_overlapping	ENSG00000169641	1	17	17.0	0.023	0.011	568	15	14	12	11	7
ENSG00000306985		sense_overlapping	ENSG00000141337	1	18	18.0	0.0234	0.0158	248	16	16	15	13	1
ENSG00000254048		sense_overlapping	ENSG00000198846	1	18	18.0	0.0234	0.0188	248	18	16	12	9	1
ENSG00000263917		sense_overlapping	ENSG00000101695,ENSG00000134758	1	18	18.0	0.0234	0.0174	154	17	16	16	12	0
ENSG00000249007		sense_overlapping	ENSG00000163435	1	17	17.0	0.0236	0.0212	393	16	16	15	7	0
ENSG00000297575		sense_overlapping	ENSG00000153815	1	18	18.0	0.0238	0.0144	328	15	14	14	12	1
ENSG00000285467	DHRS4L1	sense_overlapping	ENSG00000187630	1	17	17.0	0.0239	0.0232	208	17	17	16	1	0
ENSG00000266929		sense_overlapping	ENSG00000068120,ENSG00000108784,ENSG00000108786	1	18	18.0	0.024	0.0174	147	16	16	16	15	0
ENSG00000255191		sense_overlapping	ENSG00000131620	1	17	17.0	0.0243	0.02	211	16	16	12	9	0
ENSG00000180953	ST20	sense_overlapping	ENSG00000259332	1	18	18.0	0.0243	0.0166	210	15	15	15	14	0
ENSG00000231453	LINC01305	sense_overlapping	ENSG00000217236	1	17	17.0	0.0247	0.0148	290	15	14	13	10	1
ENSG00000280434		sense_overlapping	ENSG00000188677	1	17	17.0	0.0247	0.021	408	16	16	16	8	1
ENSG00000273189		sense_overlapping	ENSG00000090554,ENSG00000142541	1	19	19.0	0.0251	0.0148	568	16	16	14	14	1
ENSG00000282907		sense_overlapping	ENSG00000007541,ENSG00000257108	1	18	18.0	0.0255	0.0222	408	16	14	12	8	6
ENSG00000290226		sense_overlapping	ENSG00000101150,ENSG00000101152	1	17	17.0	0.026	0.0244	122	17	15	15	1	0
ENSG00000291091		sense_overlapping	ENSG00000161267	1	17	17.0	0.0262	0.0257	163	17	17	14	1	0
ENSG00000254154	CRYZL2P-SEC16B	sense_overlapping	ENSG00000120341	1	17	17.0	0.0263	0.018	205	15	15	14	11	0
ENSG00000306752		sense_overlapping	ENSG00000167182	1	19	19.0	0.0266	0.0155	408	16	16	14	12	4
ENSG00000291078		sense_overlapping	ENSG00000125037	1	18	18.0	0.0275	0.0228	230	16	15	14	3	0
ENSG00000232536		sense_overlapping	ENSG00000143367	1	19	19.0	0.0276	0.0234	248	18	15	14	5	0
ENSG00000282375		sense_overlapping	ENSG00000198010	1	17	17.0	0.0281	0.0244	488	16	14	12	7	1
ENSG00000306511		sense_overlapping	ENSG00000172987	1	18	18.0	0.0285	0.0192	288	15	15	14	11	1
ENSG00000283341		sense_overlapping	ENSG00000149084	1	18	18.0	0.0295	0.0141	367	15	14	12	12	1
ENSG00000290045		sense_overlapping	ENSG00000084623	1	19	19.0	0.0301	0.0123	288	15	13	12	11	3
ENSG00000289433		sense_overlapping	ENSG00000112320	1	17	17.0	0.0308	0.0191	328	14	13	13	10	1
ENSG00000259976		sense_overlapping	ENSG00000181722	2	17	17.0	0.0312	0.0279	168	16	15	10	1	0
ENSG00000235100		sense_overlapping	ENSG00000152782	1	17	17.0	0.0315	0.0214	261	14	13	11	4	0
ENSG00000305069		sense_overlapping	ENSG00000137076	1	18	18.0	0.0319	0.0214	168	15	15	14	8	0
ENSG00000284672		sense_overlapping	ENSG00000206549	1	17	17.0	0.0326	0.0281	248	15	10	9	3	1
ENSG00000288656		sense_overlapping	ENSG00000196502,ENSG00000197165	1	18	18.0	0.0334	0.0315	128	17	16	7	0	0
ENSG00000281183	NPTN-IT1	sense_overlapping	ENSG00000156642	1	17	17.0	0.0344	0.027	288	15	11	11	3	1
ENSG00000256100		sense_overlapping	ENSG00000167770,ENSG00000176340	1	18	18.0	0.0359	0.0304	168	14	14	8	0	0
ENSG00000307375		sense_overlapping	ENSG00000162367	1	18	18.0	0.0359	0.0336	128	17	14	6	0	0
ENSG00000268670		sense_overlapping	ENSG00000178951	1	18	18.0	0.0376	0.033	248	15	12	6	3	0
ENSG00000310577		sense_overlapping	ENSG00000166925,ENSG00000185955	1	19	19.0	0.0384	0.0315	167	15	13	9	1	0
ENSG00000270060		sense_overlapping	ENSG00000149182	1	17	17.0	0.0403	0.0339	226	12	12	7	1	0
ENSG00000280604		sense_overlapping	ENSG00000183570	1	17	17.0	0.0409	0.033	544	12	11	8	2	0
ENSG00000289935		sense_overlapping	ENSG00000198837	1	19	19.0	0.0418	0.0436	168	14	9	8	7	0
ENSG00000303056		sense_overlapping	ENSG00000183337	1	19	19.0	0.0451	0.0358	190	10	10	9	4	0
ENSG00000296014		sense_overlapping	ENSG00000274570	1	17	17.0	0.0473	0.0395	128	13	10	1	0	0
ENSG00000297772		sense_overlapping	ENSG00000088930	1	18	18.0	0.0476	0.0471	168	13	4	2	1	0
ENSG00000289376		sense_overlapping	ENSG00000111816	1	17	17.0	0.0545	0.0514	179	6	3	1	1	0
ENSG00000263717		sense_overlapping	ENSG00000176658	1	18	18.0	0.0566	0.0536	274	7	5	0	0	0
ENSG00000298413		sense_overlapping	ENSG00000107874	1	17	17.0	0.0678	0.075	168	6	2	1	1	0
ENSG00000293413		unknown	.	4	18	17.25	0.0074	0.0061	492	18	18	18	17	16
ENSG00000157306		unknown	.	4	19	17.5	0.0111	0.0091	528	19	19	18	18	12
ENSG00000253123		unknown	.	2	19	18.0	0.0127	0.0069	528	18	18	17	16	15
ENSG00000259700		unknown	.	1	18	18.0	0.0135	0.0101	448	18	17	17	17	9
ENSG00000232021		unknown	.	1	18	18.0	0.0136	0.0125	258	18	18	18	16	4
ENSG00000293429		unknown	.	1	17	17.0	0.0219	0.0165	208	16	16	16	10	0
ENSG00000271434		unknown	.	1	19	19.0	0.0353	0.0224	159	13	13	12	5	0
ENSG00000290714		unknown	.	1	17	17.0	0.044	0.0368	211	11	9	7	2	0
